id,loja,setor,data,vendas_semanais,feriado
206384,27,13,06-10,49849.82,nao
206385,15,2,06-10,26067.26,nao
206386,10,10,06-10,50979.41,nao
206387,21,8,06-10,21061.14,nao
206388,19,28,06-10,656.78,nao
206389,24,49,06-10,,nao
206390,43,13,06-10,16956.43,nao
206391,1,16,06-10,38098.97,nao
206392,10,60,06-10,440.0,nao
206393,34,20,06-10,3634.89,nao
206394,3,9,06-10,8910.09,nao
206395,45,13,06-10,25499.17,nao
206396,28,37,06-10,1984.13,nao
206397,7,60,06-10,140.8,nao
206398,9,16,06-10,18830.38,nao
206399,11,38,06-10,,nao
206400,22,30,06-10,6796.54,nao
206401,28,71,06-10,7173.85,nao
206402,34,67,06-10,6425.03,nao
206403,34,24,06-10,1798.92,nao
206404,37,2,06-10,17710.99,nao
206405,33,5,06-10,25.04,nao
206406,16,42,06-10,3961.13,nao
206407,25,97,06-10,2908.9,nao
206408,32,42,06-10,6457.84,nao
206409,24,50,06-10,,nao
206410,12,92,06-10,,nao
206411,12,83,06-10,186.2,nao
206412,38,92,06-10,43304.61,nao
206413,25,95,06-10,49702.79,nao
206414,10,74,06-10,37701.9,nao
206415,21,10,06-10,17211.94,nao
206416,18,25,06-10,20558.24,nao
206417,36,16,06-10,688.52,nao
206418,9,81,06-10,2349.27,nao
206419,15,81,06-10,886565.7965783465,nao
206420,27,14,06-10,22881.58,nao
206421,27,54,06-10,85.92,nao
206422,28,23,06-10,34597.81,nao
206423,1,29,06-10,3643.74,nao
206424,8,8,06-10,25099.09,nao
206425,12,85,06-10,2660.55,nao
206426,25,87,06-10,5958.08,nao
206427,31,3,06-10,7346.13,nao
206428,17,16,06-10,34086.65,nao
206429,25,94,06-10,-7.73,nao
206430,3,8,06-10,,nao
206431,32,44,06-10,4252.42,nao
206432,30,1,06-10,8598.53,nao
206433,19,10,06-10,28027.95,nao
206434,28,49,06-10,13290.93,nao
206435,19,49,06-10,4001.47,nao
206436,14,17,06-10,20196.63,nao
206437,4,17,06-10,,nao
206438,1,95,06-10,136364.46,nao
206439,22,22,06-10,9688.08,nao
206440,20,4,06-10,53744.4,nao
206441,33,4,06-10,5589.71,nao
206442,11,36,06-10,6187.0,nao
206443,8,82,06-10,13538.41,nao
206444,24,71,06-10,2593.48,nao
206445,17,81,06-10,13499.55,nao
206446,18,46,06-10,28087.93,nao
206447,29,27,06-10,1090.45,nao
206448,3,94,06-10,899596.6588488074,nao
206449,39,22,06-10,12243.45,nao
206450,31,97,06-10,35075.06,nao
206451,5,26,06-10,1715.05,nao
206452,40,26,06-10,3217.79,nao
206453,5,14,06-10,2930.38,nao
206454,11,33,06-10,7096.84,nao
206455,11,37,06-10,3475.98,nao
206456,6,92,06-10,94186.34,nao
206457,1,45,06-10,22.94,nao
206458,30,32,06-10,10.0,nao
206459,43,91,06-10,38725.39,nao
206460,14,7,06-10,66182.24,nao
206461,6,52,06-10,3163.62,nao
206462,21,16,06-10,,nao
206463,17,22,06-10,5119.7,nao
206464,40,90,06-10,60708.97,nao
206465,29,1,06-10,984799.6659625552,nao
206466,41,8,06-10,,nao
206467,6,7,06-10,43829.81,nao
206468,24,54,06-10,53.88,nao
206469,44,74,06-10,262.91,nao
206470,36,46,06-10,2296.44,nao
206471,22,28,06-10,627.11,nao
206472,2,38,06-10,79557.28,nao
206473,27,2,06-10,76652.27,nao
206474,34,21,06-10,4072.49,nao
206475,37,23,06-10,48.52,nao
206476,3,41,06-10,334.5,nao
206477,6,94,06-10,43610.33,nao
206478,33,13,06-10,6408.22,nao
206479,19,58,06-10,1870.0,nao
206480,2,16,06-10,51390.09,nao
206481,10,48,06-10,2087.0,nao
206482,21,24,06-10,,nao
206483,22,10,06-10,21787.72,nao
206484,39,28,06-10,352.88,nao
206485,39,91,06-10,62232.15,nao
206486,3,59,06-10,61.04,nao
206487,44,95,06-10,,nao
206488,9,40,06-10,29174.09,nao
206489,20,3,06-10,10171.15,nao
206490,15,42,06-10,3783.14,nao
206491,20,93,06-10,59694.8,nao
206492,43,94,06-10,,nao
206493,35,54,06-10,143.68,nao
206494,18,56,06-10,10898.25,nao
206495,13,34,06-10,19946.58,nao
206496,2,29,06-10,6269.92,nao
206497,28,95,06-10,104979.68,nao
206498,44,38,06-10,49909.22,nao
206499,24,27,06-10,1455.35,nao
206500,42,7,06-10,,nao
206501,9,1,06-10,8963.92,nao
206502,22,55,06-10,5874.18,nao
206503,35,4,06-10,18421.79,nao
206504,6,42,06-10,9162.3,nao
206505,28,31,06-10,1900.0,nao
206506,35,12,06-10,1994.8,nao
206507,44,83,06-10,775.8,nao
206508,26,14,06-10,9705.67,nao
206509,35,83,06-10,479.96,nao
206510,29,22,06-10,895932.9633378931,nao
206511,37,24,06-10,6.77,nao
206512,8,90,06-10,,nao
206513,34,12,06-10,5586.91,nao
206514,8,81,06-10,12831.01,nao
206515,31,18,06-10,,nao
206516,32,35,06-10,3093.26,nao
206517,11,58,06-10,1880.0,nao
206518,42,92,06-10,990944.9985041741,nao
206519,15,40,06-10,30920.32,nao
206520,6,5,06-10,33661.07,nao
206521,22,56,06-10,8750.98,nao
206522,15,93,06-10,556.28,nao
206523,26,98,06-10,,nao
206524,2,98,06-10,12422.06,nao
206525,28,22,06-10,8716.65,nao
206526,4,93,06-10,68966.05,nao
206527,40,87,06-10,20449.32,nao
206528,14,8,06-10,55527.06,nao
206529,24,26,06-10,7997.53,nao
206530,27,18,06-10,5.85,nao
206531,36,42,06-10,120.72,nao
206532,10,83,06-10,281.36,nao
206533,27,51,06-10,15.0,nao
206534,31,5,06-10,16937.59,nao
206535,18,27,06-10,2077.97,nao
206536,18,42,06-10,6872.2,nao
206537,24,91,06-10,55389.52,nao
206538,8,5,06-10,753740.5919055111,nao
206539,30,5,06-10,387.96,nao
206540,15,12,06-10,4859.77,nao
206541,13,29,06-10,5749.48,nao
206542,15,96,06-10,3026.64,nao
206543,32,96,06-10,2560.72,nao
206544,8,24,06-10,3450.99,nao
206545,26,12,06-10,6268.67,nao
206546,2,27,06-10,1286.85,nao
206547,27,56,06-10,10453.5,nao
206548,40,91,06-10,43259.11,nao
206549,11,27,06-10,1557.66,nao
206550,16,13,06-10,15563.73,nao
206551,7,92,06-10,24695.49,nao
206552,27,34,06-10,27275.35,nao
206553,17,90,06-10,27286.75,nao
206554,22,11,06-10,26191.77,nao
206555,7,25,06-10,,nao
206556,15,17,06-10,9108.97,nao
206557,16,27,06-10,802.88,nao
206558,10,50,06-10,3916.0,nao
206559,34,13,06-10,22830.15,nao
206560,24,29,06-10,4835.0,nao
206561,38,82,06-10,5795.92,nao
206562,8,46,06-10,21117.88,nao
206563,4,6,06-10,5964.64,nao
206564,27,12,06-10,4889.87,nao
206565,33,12,06-10,6.74,nao
206566,22,52,06-10,1157.87,nao
206567,13,54,06-10,147.28,nao
206568,19,5,06-10,17874.95,nao
206569,5,30,06-10,775.26,nao
206570,20,94,06-10,77870.36,nao
206571,22,54,06-10,,nao
206572,15,30,06-10,3975.98,nao
206573,14,74,06-10,25482.04,nao
206574,13,55,06-10,14421.06,nao
206575,39,16,06-10,36136.39,nao
206576,3,11,06-10,785541.0283438513,nao
206577,5,6,06-10,,nao
206578,26,13,06-10,21227.31,nao
206579,12,59,06-10,797601.2749081363,nao
206580,6,56,06-10,3803.5,nao
206581,30,25,06-10,72.15,nao
206582,11,56,06-10,2172.37,nao
206583,16,46,06-10,22813.87,nao
206584,31,22,06-10,6528.79,nao
206585,29,32,06-10,,nao
206586,6,13,06-10,38458.51,nao
206587,34,80,06-10,11525.24,nao
206588,34,27,06-10,528.39,nao
206589,25,72,06-10,29102.11,nao
206590,34,55,06-10,7997.15,nao
206591,10,49,06-10,24843.76,nao
206592,5,71,06-10,190.66,nao
206593,15,74,06-10,11890.44,nao
206594,32,36,06-10,4133.0,nao
206595,24,28,06-10,426.48,nao
206596,28,3,06-10,7713.66,nao
206597,24,90,06-10,73830.63,nao
206598,43,83,06-10,4430.18,nao
206599,27,93,06-10,57509.07,nao
206600,44,12,06-10,81.08,nao
206601,12,58,06-10,1640.0,nao
206602,11,26,06-10,9464.24,nao
206603,1,54,06-10,25.0,nao
206604,17,1,06-10,17037.35,nao
206605,15,5,06-10,12664.64,nao
206606,14,97,06-10,29554.4,nao
206607,28,44,06-10,4421.5,nao
206608,22,60,06-10,510.4,nao
206609,2,59,06-10,,nao
206610,27,98,06-10,10605.11,nao
206611,25,67,06-10,793630.4239510988,nao
206612,37,93,06-10,21186.59,nao
206613,30,91,06-10,32596.39,nao
206614,38,7,06-10,745.72,nao
206615,43,82,06-10,8881.49,nao
206616,32,34,06-10,17668.05,nao
206617,1,19,06-10,,nao
206618,10,45,06-10,772269.6978204821,nao
206619,34,11,06-10,18686.16,nao
206620,8,58,06-10,1265.0,nao
206621,19,4,06-10,31864.02,nao
206622,24,23,06-10,950301.5274980371,nao
206623,36,2,06-10,12099.8,nao
206624,34,81,06-10,16195.3,nao
206625,12,56,06-10,1424.11,nao
206626,10,12,06-10,9392.5,nao
206627,17,98,06-10,44.73,nao
206628,29,5,06-10,7467.86,nao
206629,32,11,06-10,16471.32,nao
206630,39,14,06-10,17488.6,nao
206631,20,90,06-10,96188.62,nao
206632,11,60,06-10,272.8,nao
206633,22,8,06-10,,nao
206634,16,2,06-10,25201.69,nao
206635,41,46,06-10,36421.01,nao
206636,28,94,06-10,,nao
206637,11,25,06-10,879383.927997216,nao
206638,12,55,06-10,11065.83,nao
206639,18,58,06-10,3075.0,nao
206640,45,18,06-10,1.6,nao
206641,19,83,06-10,4030.78,nao
206642,24,22,06-10,969166.7432967264,nao
206643,21,26,06-10,10602.26,nao
206644,4,9,06-10,42303.52,nao
206645,31,92,06-10,124551.47,nao
206646,38,95,06-10,45645.54,nao
206647,45,40,06-10,35858.86,nao
206648,8,25,06-10,6445.87,nao
206649,45,79,06-10,15832.46,nao
206650,24,93,06-10,42628.59,nao
206651,6,41,06-10,900.5,nao
206652,7,14,06-10,9579.89,nao
206653,13,58,06-10,4975.0,nao
206654,39,90,06-10,77484.29,nao
206655,43,9,06-10,968587.927812527,nao
206656,13,33,06-10,8782.03,nao
206657,15,18,06-10,0.1,nao
206658,5,67,06-10,810163.0148560379,nao
206659,27,4,06-10,44605.35,nao
206660,35,44,06-10,1452.35,nao
206661,37,97,06-10,14408.07,nao
206662,17,10,06-10,,nao
206663,19,26,06-10,7989.6,nao
206664,40,4,06-10,25650.16,nao
206665,26,17,06-10,5729.7,nao
206666,39,29,06-10,5974.36,nao
206667,10,47,06-10,-55.0,nao
206668,22,9,06-10,31670.44,nao
206669,40,31,06-10,877.26,nao
206670,29,92,06-10,24054.17,nao
206671,3,42,06-10,6501.51,nao
206672,14,98,06-10,18576.43,nao
206673,42,13,06-10,14534.76,nao
206674,16,1,06-10,9768.64,nao
206675,1,90,06-10,85613.47,nao
206676,1,3,06-10,7508.71,nao
206677,22,58,06-10,1790.0,nao
206678,13,56,06-10,23660.89,nao
206679,37,7,06-10,1321.83,nao
206680,25,71,06-10,2824.2,nao
206681,16,7,06-10,12276.84,nao
206682,14,44,06-10,5591.43,nao
206683,42,97,06-10,22200.12,nao
206684,24,25,06-10,12762.22,nao
206685,40,22,06-10,4196.68,nao
206686,9,6,06-10,2021.17,nao
206687,16,90,06-10,6150.5,nao
206688,18,20,06-10,8747.67,nao
206689,43,17,06-10,642.56,nao
206690,16,72,06-10,21535.24,nao
206691,20,92,06-10,174557.98,nao
206692,13,1,06-10,,nao
206693,3,26,06-10,2507.82,nao
206694,38,81,06-10,10872.23,nao
206695,34,28,06-10,179.86,nao
206696,38,94,06-10,978589.0882026842,nao
206697,1,46,06-10,21209.8,nao
206698,24,92,06-10,124939.84,nao
206699,29,33,06-10,4875.14,nao
206700,28,32,06-10,,nao
206701,1,71,06-10,2221.16,nao
206702,35,35,06-10,3572.76,nao
206703,30,46,06-10,7549.17,nao
206704,10,85,06-10,2389.56,nao
206705,17,2,06-10,40951.44,nao
206706,10,5,06-10,47513.32,nao
206707,22,59,06-10,398.38,nao
206708,37,59,06-10,99.85,nao
206709,42,60,06-10,264.0,nao
206710,11,59,06-10,321.82,nao
206711,19,33,06-10,5869.79,nao
206712,41,36,06-10,4529.82,nao
206713,20,91,06-10,85425.37,nao
206714,32,95,06-10,,nao
206715,42,5,06-10,1474.8,nao
206716,8,19,06-10,462.16,nao
206717,10,46,06-10,58559.51,nao
206718,6,96,06-10,32934.85,nao
206719,21,25,06-10,18985.39,nao
206720,28,13,06-10,38888.74,nao
206721,32,54,06-10,56.92,nao
206722,8,10,06-10,,nao
206723,41,97,06-10,22257.58,nao
206724,4,4,06-10,886040.1012930291,nao
206725,33,14,06-10,1111.38,nao
206726,26,16,06-10,41410.52,nao
206727,24,24,06-10,5067.0,nao
206728,32,51,06-10,2.0,nao
206729,7,10,06-10,,nao
206730,29,93,06-10,1472.82,nao
206731,11,29,06-10,7135.35,nao
206732,24,34,06-10,20165.9,nao
206733,43,10,06-10,558.84,nao
206734,22,42,06-10,7970.49,nao
206735,41,22,06-10,7725.94,nao
206736,1,4,06-10,35376.06,nao
206737,27,91,06-10,67493.05,nao
206738,2,85,06-10,3410.72,nao
206739,9,36,06-10,2411.0,nao
206740,13,50,06-10,2381.0,nao
206741,18,44,06-10,4515.3,nao
206742,34,16,06-10,25698.22,nao
206743,44,52,06-10,,nao
206744,29,4,06-10,,nao
206745,2,19,06-10,3814.41,nao
206746,39,17,06-10,9802.34,nao
206747,21,1,06-10,11215.3,nao
206748,12,72,06-10,45705.78,nao
206749,34,26,06-10,3541.69,nao
206750,33,10,06-10,64.93,nao
206751,39,93,06-10,37353.33,nao
206752,11,49,06-10,7018.79,nao
206753,26,7,06-10,17854.56,nao
206754,10,54,06-10,62.08,nao
206755,29,30,06-10,3722.34,nao
206756,8,23,06-10,13686.2,nao
206757,22,14,06-10,13567.06,nao
206758,8,6,06-10,2562.62,nao
206759,9,24,06-10,2383.59,nao
206760,16,20,06-10,3473.36,nao
206761,34,56,06-10,4799.2,nao
206762,19,6,06-10,4748.1,nao
206763,3,7,06-10,8822.03,nao
206764,12,71,06-10,6830.34,nao
206765,24,33,06-10,6382.61,nao
206766,14,50,06-10,,nao
206767,19,74,06-10,16565.01,nao
206768,40,29,06-10,2282.92,nao
206769,24,83,06-10,,nao
206770,5,10,06-10,9898.78,nao
206771,19,27,06-10,1548.12,nao
206772,20,20,06-10,,nao
206773,35,85,06-10,1870.81,nao
206774,26,8,06-10,26427.64,nao
206775,17,54,06-10,14.24,nao
206776,3,27,06-10,254.88,nao
206777,25,79,06-10,8697.54,nao
206778,41,16,06-10,48267.34,nao
206779,4,46,06-10,44018.95,nao
206780,3,90,06-10,775948.2582068555,nao
206781,34,74,06-10,6782.66,nao
206782,4,71,06-10,6256.22,nao
206783,44,11,06-10,471.66,nao
206784,40,23,06-10,15434.7,nao
206785,15,4,06-10,12943.94,nao
206786,6,11,06-10,29715.78,nao
206787,27,17,06-10,14868.59,nao
206788,3,97,06-10,,nao
206789,38,4,06-10,10719.41,nao
206790,39,26,06-10,9077.76,nao
206791,28,24,06-10,7233.17,nao
206792,4,13,06-10,65282.71,nao
206793,35,91,06-10,7213.07,nao
206794,21,2,06-10,48787.85,nao
206795,27,35,06-10,5463.06,nao
206796,4,82,06-10,32295.79,nao
206797,6,55,06-10,12966.31,nao
206798,24,36,06-10,5305.0,nao
206799,25,80,06-10,508.19,nao
206800,35,10,06-10,15713.25,nao
206801,22,40,06-10,,nao
206802,18,22,06-10,,nao
206803,27,38,06-10,39602.65,nao
206804,41,44,06-10,3500.21,nao
206805,1,27,06-10,1027.89,nao
206806,35,33,06-10,11247.77,nao
206807,44,40,06-10,994120.7614559699,nao
206808,10,55,06-10,,nao
206809,39,25,06-10,9090.61,nao
206810,12,95,06-10,51246.49,nao
206811,38,85,06-10,849024.312943817,nao
206812,42,67,06-10,1153.96,nao
206813,3,10,06-10,10813.26,nao
206814,30,27,06-10,9.94,nao
206815,28,14,06-10,14017.47,nao
206816,40,28,06-10,271.3,nao
206817,12,74,06-10,18296.73,nao
206818,16,80,06-10,-9.53,nao
206819,4,20,06-10,9674.8,nao
206820,11,46,06-10,30153.69,nao
206821,6,6,06-10,7808.22,nao
206822,15,16,06-10,40755.73,nao
206823,18,54,06-10,79.16,nao
206824,3,38,06-10,102739.1,nao
206825,21,21,06-10,2755.95,nao
206826,19,51,06-10,1.5,nao
206827,17,74,06-10,11138.06,nao
206828,32,38,06-10,68151.93,nao
206829,31,19,06-10,33.08,nao
206830,8,56,06-10,9177.14,nao
206831,28,59,06-10,87.61,nao
206832,4,36,06-10,8052.0,nao
206833,24,35,06-10,4246.53,nao
206834,30,4,06-10,12743.69,nao
206835,22,41,06-10,2332.75,nao
206836,16,16,06-10,46078.23,nao
206837,1,72,06-10,,nao
206838,5,72,06-10,7711.38,nao
206839,13,36,06-10,3610.0,nao
206840,6,45,06-10,11.47,nao
206841,17,32,06-10,843968.5134443888,nao
206842,24,82,06-10,19248.81,nao
206843,35,52,06-10,1005.06,nao
206844,28,97,06-10,24770.49,nao
206845,9,56,06-10,3785.61,nao
206846,10,81,06-10,10710.04,nao
206847,7,93,06-10,1785.39,nao
206848,29,95,06-10,981137.9295514663,nao
206849,28,58,06-10,4740.0,nao
206850,7,29,06-10,997066.2624861363,nao
206851,41,93,06-10,,nao
206852,26,6,06-10,5564.12,nao
206853,8,49,06-10,1902.64,nao
206854,30,41,06-10,,nao
206855,2,20,06-10,6843.0,nao
206856,22,44,06-10,4124.51,nao
206857,39,92,06-10,101144.5,nao
206858,19,12,06-10,9113.38,nao
206859,27,74,06-10,26815.99,nao
206860,19,60,06-10,501.6,nao
206861,37,10,06-10,389.43,nao
206862,42,59,06-10,,nao
206863,13,35,06-10,4419.91,nao
206864,45,56,06-10,4755.08,nao
206865,6,95,06-10,98574.48,nao
206866,17,26,06-10,8289.69,nao
206867,7,85,06-10,2007.86,nao
206868,7,67,06-10,3752.87,nao
206869,2,7,06-10,48319.84,nao
206870,9,82,06-10,8894.33,nao
206871,35,18,06-10,0.5,nao
206872,31,28,06-10,342.2,nao
206873,22,12,06-10,4126.97,nao
206874,11,54,06-10,52.68,nao
206875,13,52,06-10,,nao
206876,14,25,06-10,949432.727460728,nao
206877,11,28,06-10,590.39,nao
206878,45,80,06-10,822.71,nao
206879,34,14,06-10,,nao
206880,2,33,06-10,,nao
206881,2,1,06-10,21554.22,nao
206882,45,32,06-10,3226.67,nao
206883,24,31,06-10,1744.82,nao
206884,40,30,06-10,3642.74,nao
206885,25,74,06-10,10777.11,nao
206886,5,82,06-10,,nao
206887,39,27,06-10,869429.8734294852,nao
206888,24,87,06-10,25629.63,nao
206889,11,55,06-10,9458.4,nao
206890,44,7,06-10,673.18,nao
206891,19,32,06-10,5519.12,nao
206892,12,60,06-10,563.2,nao
206893,35,16,06-10,21418.87,nao
206894,41,7,06-10,,nao
206895,35,14,06-10,973814.1909021874,nao
206896,26,11,06-10,18764.1,nao
206897,20,95,06-10,169732.65,nao
206898,40,3,06-10,4370.44,nao
206899,37,94,06-10,34176.73,nao
206900,21,23,06-10,40025.67,nao
206901,26,10,06-10,11639.4,nao
206902,8,87,06-10,17976.7,nao
206903,30,42,06-10,807673.462540583,nao
206904,10,2,06-10,110607.72,nao
206905,35,32,06-10,6769.69,nao
206906,37,98,06-10,4737.95,nao
206907,28,17,06-10,9477.56,nao
206908,24,30,06-10,5217.16,nao
206909,15,49,06-10,8903.8,nao
206910,6,12,06-10,7398.22,nao
206911,18,21,06-10,,nao
206912,31,98,06-10,9855.75,nao
206913,12,98,06-10,1195.78,nao
206914,40,59,06-10,117.19,nao
206915,37,25,06-10,119.94,nao
206916,1,5,06-10,,nao
206917,1,21,06-10,7100.54,nao
206918,5,28,06-10,211.32,nao
206919,16,25,06-10,5316.26,nao
206920,31,31,06-10,1804.15,nao
206921,10,82,06-10,21008.5,nao
206922,24,32,06-10,7227.8,nao
206923,41,29,06-10,3279.49,nao
206924,43,16,06-10,3357.51,nao
206925,26,9,06-10,22451.44,nao
206926,12,97,06-10,2439.38,nao
206927,45,3,06-10,5766.65,nao
206928,21,22,06-10,,nao
206929,42,93,06-10,39436.6,nao
206930,14,60,06-10,,nao
206931,36,5,06-10,240.0,nao
206932,6,44,06-10,,nao
206933,37,74,06-10,513.98,nao
206934,14,72,06-10,75390.96,nao
206935,32,52,06-10,2379.65,nao
206936,20,13,06-10,55002.54,nao
206937,3,81,06-10,1390.87,nao
206938,20,98,06-10,18463.02,nao
206939,29,23,06-10,24119.63,nao
206940,14,30,06-10,,nao
206941,44,87,06-10,214.68,nao
206942,6,87,06-10,39839.42,nao
206943,45,9,06-10,19121.22,nao
206944,22,13,06-10,,nao
206945,4,60,06-10,519.2,nao
206946,38,83,06-10,2205.32,nao
206947,20,5,06-10,31053.01,nao
206948,37,1,06-10,9983.83,nao
206949,15,29,06-10,4618.66,nao
206950,3,30,06-10,920248.009413853,nao
206951,11,52,06-10,1323.07,nao
206952,34,79,06-10,15181.87,nao
206953,2,32,06-10,9535.2,nao
206954,15,52,06-10,1435.83,nao
206955,4,3,06-10,10684.44,nao
206956,45,90,06-10,23494.96,nao
206957,29,31,06-10,1224.02,nao
206958,3,74,06-10,2842.89,nao
206959,22,46,06-10,25668.39,nao
206960,19,96,06-10,17335.5,nao
206961,20,97,06-10,30397.22,nao
206962,14,33,06-10,11057.03,nao
206963,18,55,06-10,6073.8,nao
206964,32,37,06-10,,nao
206965,7,20,06-10,851562.5329702324,nao
206966,28,96,06-10,25581.09,nao
206967,12,67,06-10,7085.57,nao
206968,33,11,06-10,265.73,nao
206969,1,30,06-10,4216.64,nao
206970,2,95,06-10,153864.6,nao
206971,41,56,06-10,27590.84,nao
206972,7,35,06-10,,nao
206973,24,85,06-10,1422.25,nao
206974,17,42,06-10,4114.86,nao
206975,13,51,06-10,29.96,nao
206976,10,52,06-10,3938.48,nao
206977,5,8,06-10,994042.3965530421,nao
206978,7,40,06-10,976977.7754127807,nao
206979,32,97,06-10,19119.65,nao
206980,31,2,06-10,57426.99,nao
206981,32,6,06-10,883521.3925920248,nao
206982,17,20,06-10,3468.43,nao
206983,20,19,06-10,44.0,nao
206984,36,87,06-10,126.88,nao
206985,38,52,06-10,,nao
206986,44,3,06-10,387.17,nao
206987,6,33,06-10,6146.95,nao
206988,40,9,06-10,23380.01,nao
206989,25,23,06-10,19518.54,nao
206990,10,21,06-10,979997.4412874497,nao
206991,23,11,06-10,51588.6,nao
206992,7,4,06-10,13933.06,nao
206993,20,17,06-10,14622.65,nao
206994,44,97,06-10,7180.43,nao
206995,27,85,06-10,4636.5,nao
206996,14,11,06-10,26339.92,nao
206997,16,96,06-10,,nao
206998,23,82,06-10,19330.87,nao
206999,31,38,06-10,81290.56,nao
207000,12,29,06-10,4864.66,nao
207001,18,10,06-10,20080.76,nao
207002,25,12,06-10,4430.77,nao
207003,40,80,06-10,17257.78,nao
207004,40,44,06-10,2075.66,nao
207005,5,46,06-10,5772.91,nao
207006,23,49,06-10,26755.61,nao
207007,20,44,06-10,6808.59,nao
207008,43,67,06-10,1492.01,nao
207009,26,49,06-10,3232.91,nao
207010,4,56,06-10,7330.26,nao
207011,33,55,06-10,28.0,nao
207012,1,92,06-10,137181.13,nao
207013,15,58,06-10,1575.0,nao
207014,31,85,06-10,1432.59,nao
207015,14,29,06-10,9468.78,nao
207016,27,42,06-10,10702.26,nao
207017,19,94,06-10,44062.29,nao
207018,11,13,06-10,38846.9,nao
207019,37,14,06-10,1048.96,nao
207020,28,9,06-10,22248.11,nao
207021,9,45,06-10,,nao
207022,33,97,06-10,6066.5,nao
207023,15,32,06-10,3846.08,nao
207024,16,38,06-10,57497.66,nao
207025,45,12,06-10,3927.71,nao
207026,16,60,06-10,88.0,nao
207027,9,34,06-10,,nao
207028,32,72,06-10,36519.31,nao
207029,23,27,06-10,2220.1,nao
207030,44,92,06-10,36879.27,nao
207031,13,90,06-10,112978.62,nao
207032,6,22,06-10,15917.84,nao
207033,31,58,06-10,877246.4987625437,nao
207034,29,46,06-10,13140.29,nao
207035,11,97,06-10,979154.1330736257,nao
207036,18,83,06-10,578.1,nao
207037,8,98,06-10,6554.14,nao
207038,37,95,06-10,52016.04,nao
207039,17,18,06-10,-2.97,nao
207040,31,40,06-10,54224.09,nao
207041,12,20,06-10,7297.26,nao
207042,16,29,06-10,1572.41,nao
207043,26,46,06-10,10801.71,nao
207044,21,40,06-10,40824.16,nao
207045,21,87,06-10,7528.6,nao
207046,18,13,06-10,40097.93,nao
207047,23,83,06-10,1056.92,nao
207048,7,97,06-10,4707.43,nao
207049,11,8,06-10,35891.2,nao
207050,15,7,06-10,,nao
207051,9,2,06-10,25906.82,nao
207052,23,10,06-10,32339.6,nao
207053,2,67,06-10,12036.29,nao
207054,5,32,06-10,2013.6,nao
207055,1,18,06-10,784675.8143612467,nao
207056,29,13,06-10,18091.44,nao
207057,7,34,06-10,6733.44,nao
207058,26,81,06-10,23561.02,nao
207059,32,24,06-10,4332.04,nao
207060,34,94,06-10,39013.61,nao
207061,9,22,06-10,4696.55,nao
207062,10,96,06-10,10431.02,nao
207063,1,22,06-10,5776.12,nao
207064,32,85,06-10,1905.81,nao
207065,4,14,06-10,26511.0,nao
207066,42,42,06-10,215.06,nao
207067,8,30,06-10,,nao
207068,21,71,06-10,6196.59,nao
207069,37,67,06-10,,nao
207070,27,23,06-10,44134.18,nao
207071,13,11,06-10,977656.9153843161,nao
207072,32,19,06-10,1721.49,nao
207073,35,67,06-10,5380.21,nao
207074,41,1,06-10,17552.61,nao
207075,39,41,06-10,,nao
207076,32,9,06-10,30578.61,nao
207077,16,30,06-10,1576.28,nao
207078,14,85,06-10,2270.37,nao
207079,37,42,06-10,93.82,nao
207080,39,72,06-10,49582.59,nao
207081,2,24,06-10,8384.43,nao
207082,25,40,06-10,40394.36,nao
207083,15,8,06-10,20299.23,nao
207084,33,80,06-10,8690.44,nao
207085,31,36,06-10,5927.0,nao
207086,4,29,06-10,7507.25,nao
207087,23,13,06-10,34885.91,nao
207088,30,74,06-10,428.8,nao
207089,19,67,06-10,13308.14,nao
207090,15,85,06-10,2856.81,nao
207091,16,22,06-10,6044.2,nao
207092,2,2,06-10,,nao
207093,25,13,06-10,24460.82,nao
207094,23,26,06-10,13148.87,nao
207095,2,91,06-10,,nao
207096,3,72,06-10,19121.36,nao
207097,12,8,06-10,43287.84,nao
207098,27,8,06-10,39708.08,nao
207099,18,94,06-10,3776.24,nao
207100,6,71,06-10,5146.35,nao
207101,4,40,06-10,74073.38,nao
207102,21,41,06-10,3448.83,nao
207103,13,96,06-10,9358.08,nao
207104,19,23,06-10,30322.26,nao
207105,43,6,06-10,-3.47,nao
207106,18,80,06-10,48.12,nao
207107,29,16,06-10,822291.3506880922,nao
